company,job_description,company_rating,location,salary_avg_estimate,educational_level,years_of_experience,skills_req,job_title
FactSet Research Systems,Machine Learning Engineer,4.1,"Hyderabad, Telangana",1080000,Masters,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
BizAcuity,AI/ML Engineer,4.1,India,480000,Bachelors,1.0,"Natural Language Processing, Python, Scikit-Learn, Data Analysis, Feature Engineering",AI Engineer
Atai labs,Machine Learning Engineer,4.1,"Hyderabad, Telangana",1080000,Masters,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
quixy,Machine Learning Engineer,4.1,"Hyderabad, Telangana",1320000,Masters,7.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
WorkFusion,Machine Learning Engineer,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Tredence,Product Engineer- Machine Learning (Tredence Studio),4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Brightree,"Lead Engineer,Machine Learning Engineering",4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Zessta,Machine Learning Engineer,4.1,"Hyderabad, Telangana",480000,Bachelors,1.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
HiringSign,Machine Learning Engineer,4.1,"Thiruvananthapuram, Kerala",1320000,Masters,7.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Ceremorphic,Machine Learning Compiler Engineer,4.1,"Hyderabad, Telangana",1320000,Masters,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
SatSure Analytics India,Senior Machine Learning Engineer,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
GIBRALTAR TECHNOLOGIES LLC,Machine Learning Engineer,4.1,"Chennai, Tamil Nadu",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
AGEYE Technologies,Machine Learning Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
sybill,Applied ML engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
MSD,Associate Manager - Machine Learning Engineering,4.1,"Pune, Maharashtra",720000,Masters,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Zscaler,Sr Machine Learning Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Megdap Innovation Labs,Machine learning and AI Engineer,4.1,"Pune, Maharashtra",660000,Bachelors,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Scandid,Machine Learning Engineer - Computer Vision/NLP,4.1,"Pune, Maharashtra",840000,Bachelors,5.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
EPAM Systems,Lead Machine Learning Engineer,4.1,India,480000,Diploma,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Credit Saison,ML Engineer,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Freshworks,Lead Software Engineer - Machine Learning,4.1,"Chennai, Tamil Nadu",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
InTechHub,AI & ML Engineer,4.1,"Chennai, Tamil Nadu",480000,Bachelors,1.0,"Artificial Intelligence, Python, Machine Learning, Neural Networks, Deep Learning, TensorFlow",AI Engineer
Helpshift,Software Engineer - II (ML Team),4.1,"Pune, Maharashtra",480000,Bachelors,1.0,"Software Engineering, C++, Python, Object-Oriented Programming, Agile, Microservices",Software Engineer
Neilsoft,Software Engineer (AI/ML),4.1,"Pune, Maharashtra",480000,Bachelors,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
Suntec Web Services,Data Scientist/Analytics Engineer - Machine Learning/Predictive Modeling,4.1,"New Delhi, Delhi",660000,Bachelors,2.5,"R, Data Wrangling, Machine Learning, Statistics, SQL, Feature Engineering",Data Scientist
Msigma Gokulam,Project Engineer (AI/ML),4.1,"Thiruvananthapuram, Kerala",480000,Bachelors,1.0,"AI Development, Python, Reinforcement Learning, Computer Vision, Deep Learning",AI Engineer
PNR Software Solutions,AI/Machine Learning/Deep Learning_Kolkata,4.1,"Kolkata, West Bengal",480000,Bachelors,1.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
TEKSUN,Sr. Machine Learning Engineer (Sr. AI),4.1,"Ahmedabad, Gujarat",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
GWC,ML Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Airtel India,Senior ML Engineer,4.1,"Gurgaon, Haryana",480000,Bachelors,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
InvokHr,Specialist-Machine Learning Ops,4.1,"Pune, Maharashtra",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Nbyula,AI/ML Engineer,4.1,India,480000,Bachelors,1.0,"Artificial Intelligence, Python, Machine Learning, Neural Networks, Deep Learning, TensorFlow",AI Engineer
VSH SOLUTIONS,Senior Software Engineer - Data Science and Machine Learning,4.1,"Pune, Maharashtra",1080000,Masters,5.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Arcesium,Principal Engineer - Machine Learning,4.1,"Hyderabad, Telangana",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Cashify,Sr Machine Learning Engineer -,4.1,"Gurgaon, Haryana",720000,Masters,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Galytix,Sr. Machine Learning Engineer,4.1,"Gurgaon, Haryana",840000,Bachelors,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Sony Electronics,AIML Senior Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Natural Language Processing, Python, Scikit-Learn, Data Analysis, Feature Engineering",AI Engineer
ACE Talent Consulting,AI ML Developer,4.1,"Noida, Uttar Pradesh",480000,Bachelors,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
JioSaavn,Director - AI/Machine Learning,4.1,"Mumbai, Maharashtra",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Climate Connect,Lead Machine Learning,4.1,"Gurgaon, Haryana",840000,Diploma,9.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Kaarlo Training & HR Solutions Pvt. Ltd.,Python - Data Science and Machine Learning,4.1,"Madurai, Tamil Nadu",360000,Diploma,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
e-con Systems,Machine Learning Engineer,4.1,"Chennai, Tamil Nadu",840000,Bachelors,5.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Mantra Technologies Private Limited,Sr Software Engineer - AI & ML,4.1,"Hyderabad, Telangana",720000,Masters,1.0,"Full Stack Development, JavaScript, React, Node.js, DevOps, Cloud Computing",Software Engineer
Lilly,"ML Engineer, Consumer Analytics",4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Tata Elxsi,Data Scientists and ML Engineers,4.1,"Calicut, Kerala",660000,Bachelors,2.5,"Python, R, Machine Learning, Data Wrangling, Deep Learning, NLP",Data Scientist
Contify,Software Developer - Machine Learning,4.1,"Gurgaon, Haryana",1560000,PhD,7.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Zuma,Machine Learning Engineer,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Apple,Machine Learning Engineering Manager - Manufacturing Systems & Infrastructure,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Jubilant Biosys,"AI, Informatics & ML – Research Associate/ Software Engineer",4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Software Development, Java, Python, Algorithms, System Design, Data Structures",Software Engineer
PREZENTIUM,Machine Learning Engineer (Backend),4.1,India,840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
ConsultBae,SatSure Analytics - Machine Learning Engineer,4.1,"Bengaluru, Karnataka",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Atos,Machine Learning - CONSULTANT,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Citi,Senior Machine Learning Engineer - C12 - AVP (CTS-07152022-R22053504),4.1,"Pune, Maharashtra",900000,Masters,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Comcast,Research Engineer 4 – Machine Learning,4.1,"Chennai, Tamil Nadu",480000,Bachelors,1.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
ServiceNow,Sr Machine Learning Engineer,4.1,"Hyderabad, Telangana",840000,Bachelors,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Clarifai,MLOps Engineer,4.1,"Chennai, Tamil Nadu",1320000,Masters,7.0,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
Ascent Technosystems Pvt Ltd,ML Ops Engineer,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"SQL, Python, Database Management, Web Development, Data Analysis",Other
Genpact,Management Trainee - ML Engineer/Data Scientist,4.1,"Gurgaon, Haryana",300000,Other,1.0,"Python, Deep Learning, Computer Vision, Data Science, NLP",Data Scientist
Fego.ai,ML Engineer,4.1,"Chennai, Tamil Nadu",1560000,PhD,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
iCresset Talent Solutions,Machine Learning Scientist,4.1,Karnataka,1080000,Masters,5.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Appriffy-Digital IT Hub,ML Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Wolters Kluwer,"Senior Machine Learning Engineer Opportunity At Wolters Kluwer, Pune",4.1,"Pune, Maharashtra",1080000,Masters,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Elroi Software Solution,Python ML/AI Developer,4.1,"Madurai, Tamil Nadu",360000,Diploma,1.0,"Python, Java, C++, Web Development, Git, Agile, HTML/CSS, JavaScript",Developer
Comcast,Researcher 3 - Machine Learning,4.1,"Chennai, Tamil Nadu",1800000,PhD,9.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Lincode Labs,MLOPs Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
Stanra Tech Solutions,AI & ML Engineer,4.1,"Kochi, Kerala",360000,Diploma,1.0,"Artificial Intelligence, Python, Machine Learning, Neural Networks, Deep Learning, TensorFlow",AI Engineer
Ittiam,Systems Engineer for CVML (Computer Vision and Machine Learning),4.1,"Bengaluru, Karnataka",1080000,Masters,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Adita Technologies,ML-DL Developer,4.1,"Delhi, Delhi",360000,Diploma,1.0,"JavaScript, TypeScript, Frontend Development, Git, Version Control, CI/CD",Developer
UST,Artificial Intelligence/ Machine Learning Engineer,4.1,"Hyderabad, Telangana",840000,Bachelors,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Wavicle Data Solutions,ML Ops Engineer,4.1,Remote,480000,Bachelors,1.0,"Python, SQL, Technical Writing, System Design, Software Development",Other
Comcast,Data Science Manager 1 – Machine Learning,4.1,"Chennai, Tamil Nadu",1080000,Masters,5.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
MSD,"Senior Manager, Machine Learning Operations",4.1,"Pune, Maharashtra",480000,Bachelors,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Lilly,Advanced Analytics MLOps Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"Python, Java, C++, System Administration, Cloud Computing, Security",Other
PANTA staffing Solutions,Machine Learning Engineer,4.1,"Chennai, Tamil Nadu",480000,Bachelors,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
CIEL HR Services,CIEL/SEL/25973: Machine Learning engineer,4.1,"Hyderabad, Telangana",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Ittiam,Cloud Engineer for CVML (Computer Vision and Machine Learning),4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Diageo,AVP - Machine Learning,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Tiger Analytics,MLE / MLOps Engineer,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, SQL, Technical Writing, System Design, Software Development",Other
Diageo,Machine Learning Engineer,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Mantras2Success consultants,Machine Learning Engineer,4.1,"Hyderabad, Telangana",840000,Bachelors,5.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
EPAM Systems,Senior Machine Learning Engineer,4.1,India,1320000,Bachelors,9.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
HyrEzy Talent Solutions,Machine Learning Ops Engineer (Work From Home),4.1,"Delhi, Delhi",840000,Bachelors,5.0,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Vestas,ML Engineer,4.1,"Chennai, Tamil Nadu",660000,Bachelors,2.5,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Recruise India Consulting Pvt Ltd,1700_Consumer Analytics - ML Engineer,4.1,"Bengaluru, Karnataka",1320000,Masters,7.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Cyient,AI/ML/DL/ Computer vision Developer / Engineer,4.1,"Noida, Uttar Pradesh",480000,Bachelors,1.0,"JavaScript, TypeScript, Frontend Development, Git, Version Control, CI/CD",Developer
MRI Software,AI/ML Engineer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"AI Research, Python, Model Optimization, Data Science, Predictive Modeling, Algorithm Development",AI Engineer
"JPMorgan Chase Bank, N.A.",Software Engineer III-AI/ML Engineer,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Software Architecture, Python, Java, Testing Frameworks, Git, Docker, CI/CD",Software Engineer
HyreFox Consultants,AI & ML Engineer Full-Time,4.1,"Jaipur, Rajasthan",480000,Bachelors,1.0,"AI Research, Python, Model Optimization, Data Science, Predictive Modeling, Algorithm Development",AI Engineer
CIEL HR Services,CIEL/SEL/23064: Machine Learning,4.1,"Delhi, Delhi",660000,Bachelors,2.5,"Machine Learning, Python, Data Science, Deep Learning, Computer Vision",ML Engineer
Head Hunter Inc,Machine learning Engineer in Gurgaon Location!!!!!,4.1,"Chennai, Tamil Nadu",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Shri Vile Parle Kelavani Mandal,Lead Machine Learning,4.1,"Mumbai, Maharashtra",1080000,Bachelors,7.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Harman International,Senior Research Engineer - Edge AI/ML,4.1,"Bengaluru, Karnataka",720000,Masters,1.0,"AI Research, Python, Model Optimization, Data Science, Predictive Modeling, Algorithm Development",AI Engineer
Alcon,Sr Engineer AI & MLOps,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"AI Development, Python, Reinforcement Learning, Computer Vision, Deep Learning",AI Engineer
Axiado,Lead Machine Learning Firmware Test Engineer,4.1,"Hyderabad, Telangana",360000,Diploma,1.0,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
Infosys Limited,Technology Lead : Data Science I Machine Learning,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Google,"Software Engineer, Machine Learning",4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Machine Learning, Python, Neural Networks, NLP, TensorFlow",ML Engineer
BOEING,Experienced Over The Shoulder Mechanic- C17,4.1,"Remote in Air Force Station, Karnataka",1320000,Masters,7.0,"Python, SQL, Project Management, Technical Writing, Agile, Scrum",Other
Infosys Limited,Data Scientist,4.1,"Bengaluru, Karnataka",660000,Bachelors,2.5,"Python, SQL, TensorFlow, Data Analysis, Data Engineering, Feature Engineering",Data Scientist
Infosys Limited,Python Developer,4.1,"Bengaluru, Karnataka",360000,Diploma,1.0,"JavaScript, TypeScript, Frontend Development, Git, Version Control, CI/CD",Developer
AdTech Holding,Senior Data Analyst,4.1,"Bengaluru, Karnataka",480000,Bachelors,1.0,"Data Visualization, Excel, R, SQL, Big Data Tools",Data Analyst
Oracle,Machine Learning Engineer,4.1,"Bengaluru, Karnataka+1 location",660000,Bachelors,2.5,"Machine Learning, Python, TensorFlow, PyTorch, Model Deployment, Deep Learning",ML Engineer
Atos,Machine Learning-Python,4.1,"Pune, Maharashtra",360000,Diploma,1.0,"Machine Learning, Python, Scikit-Learn, Data Engineering, Deep Learning",ML Engineer
Infochola,Data Analytics,4.1,India,480000,Bachelors,1.0,"SQL, Python, Power BI, Tableau, Data Wrangling, Time Series Analysis",Data Analyst
